City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Saldanha,ZA,2022-09-03 18:19:07,-33.0117,17.9442,55.45,88,3,6.89
296,Samut Prakan,TH,2022-09-03 18:19:08,13.5,100.45,89.06,81,100,11.72
297,Ambon,ID,2022-09-03 18:19:08,-3.6954,128.1814,79.23,14,69,12.17
298,Port Blair,IN,2022-09-03 18:19:09,11.6667,92.75,80.64,89,40,2.3
299,Kondinskoye,RU,2022-09-03 18:19:09,59.6481,67.41,47.37,72,23,9.73
300,Amga,RU,2022-09-03 18:19:10,60.8953,131.9608,38.64,85,99,1.59
301,Ilulissat,GL,2022-09-03 18:19:10,69.2167,-51.1,44.62,87,75,3.44
302,Wenatchee,US,2022-09-03 18:19:10,47.4235,-120.3103,79.39,45,0,12.66
303,Manta,EC,2022-09-03 18:19:11,-0.95,-80.7333,74.98,78,100,10.36
304,Rawson,AR,2022-09-03 18:19:11,-43.3002,-65.1023,71.28,19,4,15.99
305,Puerto Narino,CO,2022-09-03 18:19:11,-3.7703,-70.3831,90.9,51,97,0.81
306,Basco,PH,2022-09-03 18:19:12,20.4487,121.9702,83.79,83,100,36.39
307,Sakakah,SA,2022-09-03 18:19:12,29.9697,40.2064,98.17,8,0,10.69
308,Santa Marta,CO,2022-09-03 18:19:12,11.2408,-74.199,84.4,71,100,7.81
309,High Level,CA,2022-09-03 18:15:15,58.5169,-117.136,68.11,64,75,4.61
310,Brae,GB,2022-09-03 18:19:13,60.3964,-1.353,57.09,84,1,15.19
311,Smidovich,RU,2022-09-03 18:19:13,48.6,133.8167,57.67,90,10,5.82
312,Kalga,RU,2022-09-03 18:19:14,50.9251,118.898,54.99,63,100,1.12
313,The Valley,AI,2022-09-03 18:19:14,18.217,-63.0578,85.86,89,40,4.61
314,Guerrero Negro,MX,2022-09-03 18:19:14,27.9769,-114.0611,90.01,52,100,32.19
315,Atherton,GB,2022-09-03 18:19:15,53.5237,-2.4935,70.29,70,100,5.01
316,Marawi,PH,2022-09-03 18:19:15,7.9986,124.2928,69.26,93,100,1.25
317,Front Royal,US,2022-09-03 18:18:52,38.9182,-78.1944,87.19,64,40,1.01
318,Champerico,GT,2022-09-03 18:19:16,14.3,-91.9167,84.74,75,99,13.65
319,Tomatlan,MX,2022-09-03 18:19:03,19.9333,-105.25,91.08,58,91,7.11
320,Petropavlovsk-Kamchatskiy,RU,2022-09-03 18:19:16,53.0452,158.6483,52.39,82,0,4.47
321,Norwich,GB,2022-09-03 18:17:41,52.6278,1.2983,73.98,65,0,10.36
322,Uvat,RU,2022-09-03 18:20:17,59.1433,68.8953,52.27,61,83,6.67
323,Meulaboh,ID,2022-09-03 18:20:17,4.1363,96.1285,75.52,86,100,0.36
324,Kiunga,PG,2022-09-03 18:20:18,-6.1219,141.2906,72.59,100,82,0.54
325,Luganville,VU,2022-09-03 18:20:18,-15.5333,167.1667,76.01,88,66,5.75
326,Sonqor,IR,2022-09-03 18:20:18,34.7837,47.6004,74.19,13,0,4.9
327,Touros,BR,2022-09-03 18:20:19,-5.1989,-35.4608,81.72,63,62,18.39
328,Gboko,NG,2022-09-03 18:20:19,7.3179,8.9951,75.06,82,51,4.99
329,Miandrivazo,MG,2022-09-03 18:20:20,-19.5167,45.4667,71.76,60,0,1.59
330,Havoysund,NO,2022-09-03 18:20:20,70.9963,24.6622,44.83,94,100,10.45
331,Lavrentiya,RU,2022-09-03 18:20:21,65.5833,-171.0,44.22,78,86,6.26
332,Camabatela,AO,2022-09-03 18:20:21,-8.1881,15.375,74.28,48,42,4.68
333,Coahuayana,MX,2022-09-03 18:20:21,18.7333,-103.6833,91.13,59,99,4.25
334,Karratha,AU,2022-09-03 18:20:22,-20.7377,116.8463,67.24,71,2,8.61
335,Jalapa,MX,2022-09-03 18:20:22,19.5333,-96.9167,64.71,97,96,1.39
336,Saint-Raymond,CA,2022-09-03 18:20:22,45.467,-73.6095,83.05,58,20,10.36
337,Isangel,VU,2022-09-03 18:20:23,-19.55,169.2667,73.31,80,100,11.03
338,Maceio,BR,2022-09-03 18:20:23,-9.6658,-35.7353,81.84,65,40,16.11
339,Kloulklubed,PW,2022-09-03 18:20:24,7.0419,134.2556,75.7,73,56,8.32
340,Castlemaine,AU,2022-09-03 18:20:24,-37.0667,144.2167,43.99,87,12,9.46
341,Kanniyakumari,IN,2022-09-03 18:20:24,8.0833,77.5667,78.26,89,57,14.79
342,Saint-Pierre,RE,2022-09-03 18:20:25,-21.3393,55.4781,67.91,77,0,6.91
343,Codrington,AU,2022-09-03 18:20:25,-38.2667,141.9667,49.93,64,100,9.19
344,Kalemie,CD,2022-09-03 18:20:25,-5.9475,29.1947,74.82,65,36,5.99
345,Boysun,UZ,2022-09-03 18:20:26,38.2061,67.1986,71.26,17,0,5.73
346,Richards Bay,ZA,2022-09-03 18:20:26,-28.783,32.0377,65.52,90,23,5.73
347,Staryy Nadym,RU,2022-09-03 18:20:26,65.6118,72.6842,48.09,89,98,12.03
348,Korcula,HR,2022-09-03 18:20:27,42.9622,17.1369,74.91,62,67,4.5
349,Barcelos,PT,2022-09-03 18:15:32,41.5388,-8.6151,70.92,67,13,6.35
350,Gorodets,RU,2022-09-03 18:20:27,56.6514,43.475,50.77,53,66,9.17
351,Shingu,JP,2022-09-03 18:20:28,33.7333,135.9833,75.24,88,100,3.15
352,Paita,PE,2022-09-03 18:20:28,-5.0892,-81.1144,71.28,68,6,16.08
353,Luwuk,ID,2022-09-03 18:20:28,-0.9516,122.7875,76.73,89,89,4.79
354,Methoni,GR,2022-09-03 18:20:29,36.8197,21.7049,82.22,78,1,19.39
355,Pevek,RU,2022-09-03 18:20:29,69.7008,170.3133,31.03,93,100,14.07
356,Arlit,NE,2022-09-03 18:20:30,18.7369,7.3853,102.9,13,15,10.6
357,Piranhas,BR,2022-09-03 18:20:30,-16.4269,-51.8222,97.36,14,0,2.64
358,Tommot,RU,2022-09-03 18:20:30,58.9564,126.2925,45.9,95,100,2.19
359,Bubaque,GW,2022-09-03 18:20:31,11.2833,-15.8333,77.4,85,99,16.87
360,Santa Cruz,BO,2022-09-03 18:16:58,-17.8,-63.1667,74.66,33,75,23.02
361,San Martin,AR,2022-09-03 18:20:31,-33.081,-68.4681,72.14,15,0,18.14
362,Reynosa,MX,2022-09-03 18:20:32,26.0833,-98.2833,91.98,66,75,9.22
363,Tessalit,ML,2022-09-03 18:20:32,20.1986,1.0114,93.58,25,34,13.02
364,Atambua,ID,2022-09-03 18:20:32,-9.1061,124.8925,71.94,88,43,4.83
365,Klyuchi,RU,2022-09-03 18:20:33,52.2667,79.1667,73.67,39,67,14.36
366,Hami,CN,2022-09-03 18:20:33,42.8,93.45,76.37,19,7,11.05
367,Dinan,FR,2022-09-03 18:20:33,48.4167,-2.25,68.22,65,100,12.12
368,Pochutla,MX,2022-09-03 18:20:34,15.7432,-96.4661,75.02,81,100,12.88
369,Manadhoo,MV,2022-09-03 18:20:34,5.7667,73.3833,80.64,81,85,17.85
370,Camacha,PT,2022-09-03 18:20:34,33.0833,-16.3333,72.82,69,20,11.5
371,Nueva Italia,PY,2022-09-03 18:21:35,-25.6167,-57.5,72.66,24,1,10.33
372,Bar Harbor,US,2022-09-03 18:21:35,44.3876,-68.2039,74.93,50,0,12.66
373,Artyom,AZ,2022-09-03 18:21:35,40.4723,50.333,75.34,48,0,8.86
374,Henties Bay,NA,2022-09-03 18:21:36,-22.116,14.2845,55.53,84,1,7.14
375,Ariquemes,BR,2022-09-03 18:21:36,-9.9133,-63.0408,102.27,18,76,4.23
376,Vila Franca Do Campo,PT,2022-09-03 18:21:37,37.7167,-25.4333,75.61,71,28,5.95
377,Matam,SN,2022-09-03 18:21:37,15.6175,-13.3303,93.2,59,40,4.61
378,Maua,BR,2022-09-03 18:21:37,-23.6678,-46.4614,70.75,81,36,11.48
379,Svetlogorsk,BY,2022-09-03 18:21:38,52.6333,29.7333,57.04,41,79,4.88
380,Omsukchan,RU,2022-09-03 18:21:38,62.5333,155.8,34.05,97,98,9.01
381,Chicama,PE,2022-09-03 18:21:39,-7.8447,-79.1469,63.14,55,29,10.67
382,Semporna,MY,2022-09-03 18:21:39,4.4818,118.6112,79.68,80,100,1.07
383,George,ZA,2022-09-03 18:21:40,-33.963,22.4617,51.35,87,0,3.44
384,Sola,VU,2022-09-03 18:21:40,-13.8833,167.55,78.91,81,72,16.13
385,Bay Roberts,CA,2022-09-03 18:21:40,47.5999,-53.2648,74.52,82,0,3.0
386,Voznesenye,RU,2022-09-03 18:19:14,61.0106,35.4781,48.02,78,56,13.82
387,Miraflores,MX,2022-09-03 18:21:41,19.2167,-98.8083,68.04,61,62,6.04
388,Nikolayevsk-Na-Amure,RU,2022-09-03 18:21:41,53.1406,140.73,53.35,99,100,3.0
389,Huizhou,CN,2022-09-03 18:21:42,23.0833,114.4,76.48,70,7,3.98
390,Mizdah,LY,2022-09-03 18:21:42,31.4451,12.9801,90.34,24,13,14.14
391,Livramento,BR,2022-09-03 18:21:42,-3.0254,-60.1803,95.67,55,75,4.61
392,Karabanovo,RU,2022-09-03 18:21:43,56.3167,38.7,44.89,63,87,3.44
393,Pitsunda,GE,2022-09-03 18:21:43,43.1592,40.3378,80.78,67,33,10.63
394,Okhotsk,RU,2022-09-03 18:21:43,59.3833,143.3,48.92,56,1,22.5
395,Iranshahr,IR,2022-09-03 18:21:44,27.2025,60.6848,91.74,9,0,4.61
396,Khovu-Aksy,RU,2022-09-03 18:21:44,51.1333,93.6,39.69,59,62,0.96
397,Santa Luzia,BR,2022-09-03 18:21:44,-19.7697,-43.8514,89.74,20,0,6.91
398,Aasiaat,GL,2022-09-03 18:21:45,68.7098,-52.8699,37.87,97,100,2.3
399,Lexington,US,2022-09-03 18:18:52,37.9887,-84.4777,83.52,78,40,8.05
400,Opuwo,NA,2022-09-03 18:21:45,-18.0607,13.84,72.64,27,3,3.76
401,Plettenberg Bay,ZA,2022-09-03 18:21:46,-34.0527,23.3716,57.18,85,1,6.2
402,Neiafu,TO,2022-09-03 18:21:46,-18.65,-173.9833,70.48,73,20,0.0
403,Chokurdakh,RU,2022-09-03 18:21:46,70.6333,147.9167,34.48,97,100,6.55
404,Gondanglegi,ID,2022-09-03 18:21:47,-7.7479,112.0132,74.01,89,47,11.59
405,Mount Pleasant,US,2022-09-03 18:21:47,32.7941,-79.8626,90.05,77,40,12.66
406,Ampanihy,MG,2022-09-03 18:21:48,-24.7,44.75,69.64,52,0,5.66
407,Harper,LR,2022-09-03 18:21:48,4.375,-7.7169,77.86,83,37,8.81
408,Sao Filipe,CV,2022-09-03 18:21:48,14.8961,-24.4956,80.2,77,100,5.64
409,Aykhal,RU,2022-09-03 18:21:49,66.0,111.5,33.55,90,100,5.28
410,Alta Floresta,BR,2022-09-03 18:21:49,-9.8756,-56.0861,100.22,16,23,8.05
411,Port Hardy,CA,2022-09-03 18:21:50,50.6996,-127.4199,62.78,82,75,3.44
412,Olafsvik,IS,2022-09-03 18:21:50,64.8945,-23.7142,49.73,83,94,7.43
413,Lethbridge,CA,2022-09-03 18:18:12,49.7,-112.8186,88.77,26,40,8.05
414,Marsabit,KE,2022-09-03 18:22:51,2.3284,37.9899,71.4,43,63,16.84
415,Healesville,AU,2022-09-03 18:22:51,-37.65,145.5167,47.62,99,51,2.04
416,Altamura,IT,2022-09-03 18:22:51,40.8292,16.5537,73.56,57,92,14.0
417,Trinidad,BO,2022-09-03 18:22:52,-14.8333,-64.9,84.18,30,0,13.8
418,Mamburao,PH,2022-09-03 18:22:52,13.25,120.6667,77.85,83,100,3.89
419,Kamina,CD,2022-09-03 18:22:53,-8.7386,24.9906,66.7,80,100,5.61
420,Ozinki,RU,2022-09-03 18:22:53,51.1786,49.6769,57.72,34,35,8.63
421,Johi,PK,2022-09-03 18:22:53,26.6921,67.6133,91.38,58,3,11.05
422,Gedo,ET,2022-09-03 18:22:54,9.0167,37.45,52.72,97,98,2.84
423,Tarauaca,BR,2022-09-03 18:22:55,-8.1614,-70.7656,101.88,17,80,4.38
424,Port Shepstone,ZA,2022-09-03 18:22:55,-30.7414,30.455,66.45,81,100,4.83
425,Melfi,IT,2022-09-03 18:22:56,40.9965,15.6514,72.57,56,75,2.1
426,Jatiroto,ID,2022-09-03 18:22:56,-7.8833,111.1167,70.3,93,42,3.53
427,Port Macquarie,AU,2022-09-03 18:22:56,-31.4333,152.9167,60.69,59,100,18.41
428,Vasai,IN,2022-09-03 18:20:57,19.47,72.8,84.29,82,98,4.72
429,Lasa,IT,2022-09-03 18:22:57,46.6166,10.7002,65.28,92,92,0.94
430,Tayshet,RU,2022-09-03 18:22:57,55.9342,98.0044,42.42,90,98,3.94
431,Carlsbad,US,2022-09-03 18:22:57,33.1581,-117.3506,107.08,68,0,9.22
432,Namibe,AO,2022-09-03 18:22:58,-15.1961,12.1522,63.54,88,36,8.1
433,Alice Springs,AU,2022-09-03 18:22:58,-23.7,133.8833,44.15,81,18,9.22
434,Kendari,ID,2022-09-03 18:22:59,-3.945,122.4989,74.34,95,94,2.17
435,Manali,IN,2022-09-03 18:22:59,13.1667,80.2667,86.09,75,80,9.35
436,Nouadhibou,MR,2022-09-03 18:23:00,20.931,-17.0347,75.18,83,39,13.87
437,Mopipi,BW,2022-09-03 18:23:00,-21.1833,24.8833,69.44,16,1,6.46
438,Cary,US,2022-09-03 18:18:18,35.7915,-78.7811,91.11,55,75,8.05
439,Kamenka,RU,2022-09-03 18:23:00,51.3223,42.7678,54.48,37,100,7.52
440,Kirakira,SB,2022-09-03 18:23:01,-10.4544,161.9205,78.58,85,47,6.55
441,Borinskoye,RU,2022-09-03 18:23:01,52.4569,39.3713,55.54,40,100,3.87
442,Bukama,CD,2022-09-03 18:23:02,-9.2,25.85,76.5,60,93,3.24
443,Coolum Beach,AU,2022-09-03 18:23:02,-26.5333,153.1,57.11,91,79,11.05
444,Dzhebariki-Khaya,RU,2022-09-03 18:23:03,62.2167,135.8,40.17,94,94,2.64
445,Nemuro,JP,2022-09-03 18:23:03,43.3236,145.575,63.5,80,100,4.56
446,Bilibino,RU,2022-09-03 18:23:03,68.0546,166.4372,24.98,90,26,4.94
447,Talnakh,RU,2022-09-03 18:23:04,69.4865,88.3972,43.21,78,56,6.87
448,San Cristobal,VE,2022-09-03 18:23:04,7.7669,-72.225,84.38,51,74,8.25
449,Waipawa,NZ,2022-09-03 18:23:05,-41.4122,175.5153,46.11,73,13,8.28
450,Staraya Poltavka,RU,2022-09-03 18:23:05,50.4772,46.4814,63.34,28,89,9.44
451,Lang Son,VN,2022-09-03 18:23:06,21.8333,106.7333,76.01,90,84,1.86
452,Emba,KZ,2022-09-03 18:23:06,48.8264,58.1442,78.13,28,65,12.15
453,Koulikoro,ML,2022-09-03 18:23:07,14.0,-7.75,78.82,77,100,7.52
454,Mutare,ZW,2022-09-03 18:23:07,-18.9707,32.6709,61.3,46,0,3.83
455,Ukiah,US,2022-09-03 18:20:20,39.1502,-123.2078,90.45,41,0,1.01
456,Caborca,MX,2022-09-03 18:24:08,30.5838,-111.101,83.75,54,100,3.98
457,Xichang,CN,2022-09-03 18:24:08,27.8964,102.2634,58.01,95,100,2.98
458,Margate,GB,2022-09-03 18:24:09,51.3813,1.3862,70.88,71,84,1.99
459,Sangar,RU,2022-09-03 18:24:09,63.9242,127.4739,37.4,93,25,0.89
460,Beringovskiy,RU,2022-09-03 18:24:10,63.05,179.3167,50.7,70,83,8.08
461,Gairo,IT,2022-09-03 18:24:10,39.8497,9.5047,83.17,48,45,2.98
462,Zarubino,RU,2022-09-03 18:24:11,42.63,131.0922,64.53,87,64,5.03
463,Ancud,CL,2022-09-03 18:24:11,-41.8697,-73.8203,57.22,74,10,6.78
464,Waynesville,US,2022-09-03 18:24:11,35.4887,-82.9887,78.85,73,98,1.01
465,Katsuura,JP,2022-09-03 18:24:12,35.1333,140.3,75.87,90,52,5.57
466,Thinadhoo,MV,2022-09-03 18:24:13,0.5333,72.9333,80.78,76,77,17.18
467,Sibu,MY,2022-09-03 18:24:13,2.3,111.8167,73.71,94,40,3.44
468,Oytal,KZ,2022-09-03 18:24:14,42.9057,73.2697,71.56,25,0,3.83
469,Northam,GB,2022-09-03 18:24:14,51.0333,-4.2167,63.39,87,100,17.78
470,Eyl,SO,2022-09-03 18:24:15,7.9803,49.8164,77.58,74,66,23.24
471,Aguimes,ES,2022-09-03 18:24:15,27.9054,-15.4461,74.66,73,40,23.02
472,La Asuncion,VE,2022-09-03 18:24:15,11.0333,-63.8628,76.73,94,27,5.75
473,San Borja,BO,2022-09-03 18:24:16,-14.8167,-66.85,89.56,23,50,5.75
474,Porto Murtinho,BR,2022-09-03 18:24:16,-21.6989,-57.8825,66.94,55,91,9.62
475,Bonavista,CA,2022-09-03 18:24:17,48.6499,-53.1147,63.21,74,0,11.59
476,Almeirim,BR,2022-09-03 18:24:17,-1.5233,-52.5817,94.48,38,43,4.63
477,Alekseyevka,RU,2022-09-03 18:21:14,50.6309,38.6903,59.38,30,97,10.02
478,Peniche,PT,2022-09-03 18:24:18,39.3558,-9.3811,71.08,76,0,6.96
479,Cairns,AU,2022-09-03 18:24:18,-16.9167,145.7667,69.75,74,20,11.5
480,Lucapa,AO,2022-09-03 18:24:19,-8.4192,20.7447,74.73,59,80,4.47
481,Waingapu,ID,2022-09-03 18:24:19,-9.6567,120.2641,76.71,84,6,6.98
482,Tezu,IN,2022-09-03 18:24:19,27.9167,96.1667,74.53,98,100,2.84
483,Mount Isa,AU,2022-09-03 18:24:20,-20.7333,139.5,53.37,58,33,10.36
484,Port Augusta,AU,2022-09-03 18:24:20,-32.5,137.7667,43.23,85,5,6.13
485,Minsk,BY,2022-09-03 18:22:10,53.9,27.5667,55.15,65,62,5.84
486,Moindou,NC,2022-09-03 18:24:21,-21.6924,165.677,69.93,82,45,5.91
487,Manduria,IT,2022-09-03 18:24:21,40.4018,17.6335,78.51,63,68,7.11
488,Sao Joao Da Barra,BR,2022-09-03 18:24:22,-21.6403,-41.0511,82.49,68,0,18.34
489,Itoman,JP,2022-09-03 18:24:22,26.1247,127.6694,84.97,86,75,35.68
490,San Juan Bautista,PE,2022-09-03 18:24:23,-14.0108,-75.7358,81.86,28,3,7.81
491,Puerto Carreno,CO,2022-09-03 18:24:23,6.189,-67.4859,89.82,57,28,7.0
492,Mezen,RU,2022-09-03 18:24:23,65.8522,44.24,41.86,94,100,4.23
493,Caraubas,BR,2022-09-03 18:24:24,-5.7925,-37.5567,95.16,26,23,9.69
494,Banepa,NP,2022-09-03 18:24:25,27.6298,85.5214,68.32,94,75,4.61
495,Toora-Khem,RU,2022-09-03 18:21:17,52.4675,96.11,34.38,85,16,1.86
496,Maldonado,UY,2022-09-03 18:24:25,-34.6667,-54.9167,54.79,47,0,7.45
497,Itarema,BR,2022-09-03 18:24:26,-2.9248,-39.9167,85.19,60,14,20.58
498,Pauini,BR,2022-09-03 18:24:26,-7.7136,-66.9764,102.79,16,58,5.21
499,Kieta,PG,2022-09-03 18:24:27,-6.2167,155.6333,77.4,77,59,1.34
500,Isoka,ZM,2022-09-03 18:24:27,-10.1606,32.6335,64.63,39,14,1.61
501,Miranda,CO,2022-09-03 18:24:27,3.2499,-76.2281,86.65,62,48,3.06
502,Longkou,CN,2022-09-03 18:25:28,37.6508,120.3286,70.86,87,100,8.28
503,Hauterive,FR,2022-09-03 18:25:28,46.0901,3.4459,75.96,52,55,3.33
504,Whitianga,NZ,2022-09-03 18:25:28,-36.8333,175.7,54.27,93,99,6.31
505,Pisco,PE,2022-09-03 18:25:29,-13.7,-76.2167,64.02,77,8,10.36
506,Sisimiut,GL,2022-09-03 18:25:29,66.9395,-53.6735,46.22,82,99,13.62
507,Geraldton,AU,2022-09-03 18:25:30,-28.7667,114.6,54.01,100,40,6.91
508,Stephenville,US,2022-09-03 18:25:30,32.2207,-98.2023,90.81,45,0,3.44
509,San Luis,AR,2022-09-03 18:22:20,-33.295,-66.3356,70.16,14,0,12.86
510,Grindavik,IS,2022-09-03 18:25:31,63.8424,-22.4338,51.75,100,75,5.75
511,Shahr-E Babak,IR,2022-09-03 18:25:31,30.1165,55.1186,74.25,10,67,13.29
512,Miranda De Ebro,ES,2022-09-03 18:25:32,42.6865,-2.947,68.99,62,75,7.07
513,Nouakchott,MR,2022-09-03 18:25:32,18.0858,-15.9785,89.53,70,37,9.73
514,Buala,SB,2022-09-03 18:25:32,-8.145,159.5921,78.58,82,46,6.13
515,Canarana,BR,2022-09-03 18:25:33,-11.6847,-41.7689,86.09,28,5,10.63
516,Quatre Cocos,MU,2022-09-03 18:25:33,-20.2078,57.7625,71.71,79,77,14.94
517,Abu Dhabi,AE,2022-09-03 18:25:29,24.4667,54.3667,91.51,80,0,9.22
518,Carutapera,BR,2022-09-03 18:25:34,-1.195,-46.02,87.4,57,32,12.35
519,Chara,RU,2022-09-03 18:25:34,56.9064,118.2631,42.76,96,100,5.86
520,Dombarovskiy,RU,2022-09-03 18:25:34,50.7587,59.5386,66.34,24,13,10.04
521,Turayf,SA,2022-09-03 18:25:35,31.6725,38.6637,89.85,13,0,13.8
522,Cartagena,CO,2022-09-03 18:21:42,10.3997,-75.5144,91.02,62,40,12.66
523,Shache,CN,2022-09-03 18:25:35,38.4167,77.2406,74.05,30,13,3.18
524,Uzhur,RU,2022-09-03 18:25:36,55.3036,89.8339,42.22,77,58,4.88
525,Inirida,CO,2022-09-03 18:25:36,3.8653,-67.9239,81.99,79,91,3.36
526,Beruwala,LK,2022-09-03 18:25:37,6.4788,79.9828,77.47,88,88,7.23
527,Takanabe,JP,2022-09-03 18:25:37,32.1333,131.5,75.27,90,100,4.52
528,Chachapoyas,PE,2022-09-03 18:25:38,-6.2317,-77.869,67.12,54,87,7.18
529,Tiznit,MA,2022-09-03 18:22:52,29.5833,-9.5,75.06,57,3,7.25
530,Awbari,LY,2022-09-03 18:25:38,26.5921,12.7805,93.25,18,0,9.57
531,Saint-Augustin,CA,2022-09-03 18:25:39,51.226,-58.6502,67.55,43,28,12.08
532,Mnogovershinnyy,RU,2022-09-03 18:25:39,53.9353,139.9242,47.14,86,33,2.98
533,Porto Novo,BJ,2022-09-03 18:25:39,6.4965,2.6036,78.62,87,100,6.38
534,Marzuq,YE,2022-09-03 18:25:40,14.4,46.4667,82.06,55,54,6.26
535,Sibolga,ID,2022-09-03 18:25:40,1.7427,98.7792,74.03,90,95,1.99
536,Carbonia,IT,2022-09-03 18:22:32,39.1672,8.5222,86.02,62,68,4.47
537,Dudinka,RU,2022-09-03 18:25:41,69.4058,86.1778,43.63,81,56,8.9
538,Winnemucca,US,2022-09-03 18:25:41,40.973,-117.7357,95.05,11,0,3.44
539,Daru,PG,2022-09-03 18:25:42,-9.0763,143.2092,77.25,91,22,6.85
540,Suwannaphum,TH,2022-09-03 18:25:42,15.6035,103.8021,81.86,81,100,7.72
541,Altamira,BR,2022-09-03 18:25:42,-3.2033,-52.2064,91.49,58,40,8.05
542,Verkhnevilyuysk,RU,2022-09-03 18:25:43,63.4453,120.3167,35.26,99,47,4.45
543,Dayong,CN,2022-09-03 18:25:43,25.0209,118.2898,78.12,79,49,5.14
544,Wanning,CN,2022-09-03 18:25:43,18.8003,110.3967,79.36,84,86,1.92
545,Uribia,CO,2022-09-03 18:25:44,11.7139,-72.266,91.38,50,99,8.25
546,Vinh,VN,2022-09-03 18:25:44,18.6667,105.6667,80.06,86,99,2.55
